統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數,
10305,連江縣南竿鄉,仁愛村,1,1,0,4,2,2,0,0,
10305,連江縣南竿鄉,介壽村,0,0,0,0,0,0,0,1,
10305,連江縣南竿鄉,四維村,0,0,0,0,0,0,0,0,
10305,連江縣南竿鄉,復興村,3,2,1,2,0,2,1,0,
10305,連江縣南竿鄉,津沙村,1,0,1,0,0,0,0,1,
10305,連江縣南竿鄉,清水村,0,0,0,0,0,0,0,0,
10305,連江縣南竿鄉,珠螺村,0,0,0,0,0,0,0,0,
10305,連江縣南竿鄉,福沃村,0,0,0,0,0,0,0,0,
10305,連江縣南竿鄉,馬祖村,1,1,0,0,0,0,0,1,
10305,連江縣北竿鄉,后沃村,0,0,0,1,1,0,0,0,
10305,連江縣北竿鄉,坂里村,0,0,0,0,0,0,0,0,
10305,連江縣北竿鄉,塘岐村,2,0,2,1,0,1,1,0,
10305,連江縣北竿鄉,橋仔村,0,0,0,0,0,0,0,0,
10305,連江縣北竿鄉,白沙村,0,0,0,0,0,0,0,0,
10305,連江縣北竿鄉,芹壁村,0,0,0,0,0,0,0,0,
10305,連江縣莒光鄉,大坪村,1,0,1,0,0,0,0,0,
10305,連江縣莒光鄉,田沃村,0,0,0,0,0,0,0,0,
10305,連江縣莒光鄉,福正村,0,0,0,0,0,0,1,0,
10305,連江縣莒光鄉,西坵村,0,0,0,1,1,0,0,0,
10305,連江縣莒光鄉,青帆村,0,0,0,0,0,0,0,0,
10305,連江縣東引鄉,中柳村,0,0,0,0,0,0,1,0,
10305,連江縣東引鄉,樂華村,0,0,0,0,0,0,1,0,
10305,金門縣金城鎮,北門里,4,2,2,0,0,0,5,0,
10305,金門縣金城鎮,南門里,5,2,3,1,1,0,8,1,
10305,金門縣金城鎮,古城里,6,4,2,4,2,2,0,0,
10305,金門縣金城鎮,東門里,2,2,0,3,3,0,0,2,
10305,金門縣金城鎮,珠沙里,1,0,1,3,1,2,2,0,
10305,金門縣金城鎮,西門里,11,3,8,4,2,2,3,2,
10305,金門縣金城鎮,賢庵里,1,1,0,4,3,1,2,0,
10305,金門縣金城鎮,金水里,1,0,1,1,1,0,0,1,
10305,金門縣金沙鎮,三山里,2,0,2,1,1,0,0,0,
10305,金門縣金沙鎮,何斗里,2,2,0,1,1,0,1,1,
10305,金門縣金沙鎮,光前里,1,0,1,1,0,1,2,1,
10305,金門縣金沙鎮,大洋里,2,2,0,0,0,0,1,0,
10305,金門縣金沙鎮,官嶼里,1,0,1,2,1,1,0,0,
10305,金門縣金沙鎮,汶沙里,6,3,3,3,2,1,3,2,
10305,金門縣金沙鎮,浦山里,3,1,2,1,0,1,0,1,
10305,金門縣金沙鎮,西園里,2,2,0,0,0,0,2,0,
10305,金門縣金湖鎮,山外里,5,3,2,1,0,1,1,0,
10305,金門縣金湖鎮,料羅里,2,1,1,1,0,1,0,0,
10305,金門縣金湖鎮,新市里,5,1,4,2,1,1,3,1,
10305,金門縣金湖鎮,新湖里,7,3,4,3,1,2,3,1,
10305,金門縣金湖鎮,正義里,2,2,0,2,2,0,1,0,
10305,金門縣金湖鎮,溪湖里,1,0,1,1,1,0,1,1,
10305,金門縣金湖鎮,瓊林里,3,2,1,2,0,2,2,0,
10305,金門縣金湖鎮,蓮庵里,1,1,0,0,0,0,1,1,
10305,金門縣金寧鄉,古寧村,0,0,0,3,1,2,1,1,
10305,金門縣金寧鄉,后盤村,1,1,0,1,1,0,0,0,
10305,金門縣金寧鄉,安美村,2,1,1,2,2,0,2,0,
10305,金門縣金寧鄉,榜林村,6,3,3,4,3,1,7,1,
10305,金門縣金寧鄉,湖埔村,6,3,3,2,2,0,7,0,
10305,金門縣金寧鄉,盤山村,6,3,3,2,1,1,3,0,
10305,金門縣烈嶼鄉,上岐村,2,1,1,2,1,1,0,2,
10305,金門縣烈嶼鄉,上林村,0,0,0,1,0,1,0,1,
10305,金門縣烈嶼鄉,林湖村,4,2,2,0,0,0,2,0,
10305,金門縣烈嶼鄉,西口村,3,2,1,1,0,1,0,0,
10305,金門縣烈嶼鄉,黃埔村,2,1,1,0,0,0,1,0,
10305,金門縣烏坵鄉,大坵村,1,0,1,0,0,0,0,0,
10305,金門縣烏坵鄉,小坵村,0,0,0,0,0,0,0,0,
10305,宜蘭縣宜蘭市,七張里,0,0,0,2,2,0,2,0,
10305,宜蘭縣宜蘭市,七結里,3,2,1,3,2,1,3,0,
10305,宜蘭縣宜蘭市,中山里,0,0,0,0,0,0,0,0,
10305,宜蘭縣宜蘭市,中興里,1,1,0,4,4,0,1,0,
10305,宜蘭縣宜蘭市,凱旋里,0,0,0,1,1,0,1,0,
10305,宜蘭縣宜蘭市,北津里,1,0,1,0,0,0,1,1,
10305,宜蘭縣宜蘭市,北門里,0,0,0,1,1,0,0,0,
10305,宜蘭縣宜蘭市,南橋里,0,0,0,1,0,1,1,0,
10305,宜蘭縣宜蘭市,南津里,0,0,0,1,1,0,1,1,
10305,宜蘭縣宜蘭市,南門里,0,0,0,2,1,1,0,0,
10305,宜蘭縣宜蘭市,大新里,0,0,0,0,0,0,0,0,
10305,宜蘭縣宜蘭市,孝廉里,0,0,0,0,0,0,1,0,
10305,宜蘭縣宜蘭市,小東里,3,2,1,2,0,2,2,0,
10305,宜蘭縣宜蘭市,延平里,3,1,2,2,1,1,2,0,
10305,宜蘭縣宜蘭市,建業里,2,2,0,3,2,1,1,0,
10305,宜蘭縣宜蘭市,建軍里,2,1,1,0,0,0,3,1,
10305,宜蘭縣宜蘭市,復興里,0,0,0,0,0,0,0,0,
10305,宜蘭縣宜蘭市,思源里,2,1,1,4,4,0,2,0,
10305,宜蘭縣宜蘭市,慈安里,1,0,1,1,0,1,2,1,
10305,宜蘭縣宜蘭市,成功里,1,0,1,0,0,0,0,0,
10305,宜蘭縣宜蘭市,擺厘里,1,1,0,2,2,0,6,0,
10305,宜蘭縣宜蘭市,文化里,2,1,1,3,1,2,3,0,
10305,宜蘭縣宜蘭市,新東里,0,0,0,3,1,2,1,1,
10305,宜蘭縣宜蘭市,新民里,0,0,0,1,1,0,0,0,
10305,宜蘭縣宜蘭市,新生里,3,0,3,3,1,2,1,0,
10305,宜蘭縣宜蘭市,東村里,2,2,0,0,0,0,1,1,
10305,宜蘭縣宜蘭市,東門里,0,0,0,0,0,0,0,0,
10305,宜蘭縣宜蘭市,梅洲里,1,1,0,3,2,1,1,1,
10305,宜蘭縣宜蘭市,民族里,2,1,1,0,0,0,1,0,
10305,宜蘭縣宜蘭市,民權里,0,0,0,1,1,0,3,0,
10305,宜蘭縣宜蘭市,泰山里,4,2,2,2,0,2,0,0,
10305,宜蘭縣宜蘭市,神農里,2,1,1,0,0,0,4,1,
10305,宜蘭縣宜蘭市,茭白里,2,1,1,2,0,2,2,0,
10305,宜蘭縣宜蘭市,菜園里,1,1,0,0,0,0,2,0,
10305,宜蘭縣宜蘭市,西門里,0,0,0,0,0,0,2,0,
10305,宜蘭縣宜蘭市,負郭里,3,3,0,2,1,1,0,1,
10305,宜蘭縣宜蘭市,進士里,1,0,1,1,0,1,2,0,
10305,宜蘭縣宜蘭市,黎明里,2,1,1,3,2,1,3,1,
10305,宜蘭縣羅東鎮,中山里,0,0,0,1,1,0,2,0,
10305,宜蘭縣羅東鎮,仁和里,0,0,0,1,1,0,2,1,
10305,宜蘭縣羅東鎮,仁德里,1,0,1,2,2,0,1,1,
10305,宜蘭縣羅東鎮,仁愛里,3,0,3,3,3,0,5,0,
10305,宜蘭縣羅東鎮,信義里,3,1,2,0,0,0,3,0,
10305,宜蘭縣羅東鎮,公正里,1,0,1,4,4,0,0,1,
10305,宜蘭縣羅東鎮,北成里,1,0,1,1,1,0,2,0,
10305,宜蘭縣羅東鎮,南昌里,5,2,3,4,4,0,3,1,
10305,宜蘭縣羅東鎮,南豪里,0,0,0,2,0,2,0,0,
10305,宜蘭縣羅東鎮,國華里,2,1,1,2,1,1,9,0,
10305,宜蘭縣羅東鎮,大新里,1,1,0,0,0,0,1,0,
10305,宜蘭縣羅東鎮,成功里,2,1,1,0,0,0,2,0,
10305,宜蘭縣羅東鎮,新群里,4,2,2,0,0,0,2,0,
10305,宜蘭縣羅東鎮,東安里,1,0,1,1,1,0,4,0,
10305,宜蘭縣羅東鎮,樹林里,4,1,3,2,1,1,3,0,
10305,宜蘭縣羅東鎮,漢民里,4,2,2,0,0,0,5,1,
10305,宜蘭縣羅東鎮,竹林里,0,0,0,2,2,0,1,1,
10305,宜蘭縣羅東鎮,維揚里,2,2,0,2,0,2,2,1,
10305,宜蘭縣羅東鎮,羅莊里,2,1,1,2,1,1,4,0,
10305,宜蘭縣羅東鎮,西安里,3,1,2,4,4,0,5,2,
10305,宜蘭縣羅東鎮,賢文里,5,3,2,4,2,2,7,0,
10305,宜蘭縣羅東鎮,開明里,1,1,0,1,1,0,3,0,
10305,宜蘭縣羅東鎮,集祥里,1,1,0,2,1,1,1,0,
10305,宜蘭縣蘇澳鎮,南安里,0,0,0,0,0,0,2,0,
10305,宜蘭縣蘇澳鎮,南寧里,1,1,0,1,0,1,1,0,
10305,宜蘭縣蘇澳鎮,南建里,0,0,0,1,1,0,0,1,
10305,宜蘭縣蘇澳鎮,南強里,0,0,0,0,0,0,0,0,
10305,宜蘭縣蘇澳鎮,南成里,0,0,0,1,1,0,1,0,
10305,宜蘭縣蘇澳鎮,南正里,1,1,0,0,0,0,0,0,
10305,宜蘭縣蘇澳鎮,南興里,1,1,0,0,0,0,1,1,
10305,宜蘭縣蘇澳鎮,存仁里,1,1,0,1,0,1,0,0,
10305,宜蘭縣蘇澳鎮,新城里,2,1,1,1,1,0,0,0,
10305,宜蘭縣蘇澳鎮,朝陽里,0,0,0,1,0,1,1,1,
10305,宜蘭縣蘇澳鎮,東澳里,0,0,0,0,0,0,0,0,
10305,宜蘭縣蘇澳鎮,永光里,0,0,0,1,0,1,0,0,
10305,宜蘭縣蘇澳鎮,永春里,0,0,0,1,1,0,0,0,
10305,宜蘭縣蘇澳鎮,永榮里,2,1,1,3,2,1,2,1,
10305,宜蘭縣蘇澳鎮,永樂里,0,0,0,3,2,1,0,1,
10305,宜蘭縣蘇澳鎮,港邊里,0,0,0,1,0,1,2,0,
10305,宜蘭縣蘇澳鎮,聖愛里,2,2,0,2,1,1,3,0,
10305,宜蘭縣蘇澳鎮,聖湖里,1,1,0,1,1,0,2,1,
10305,宜蘭縣蘇澳鎮,蘇北里,0,0,0,0,0,0,0,0,
10305,宜蘭縣蘇澳鎮,蘇南里,0,0,0,0,0,0,0,0,
10305,宜蘭縣蘇澳鎮,蘇東里,1,0,1,0,0,0,2,0,
10305,宜蘭縣蘇澳鎮,蘇西里,1,0,1,4,3,1,3,0,
10305,宜蘭縣蘇澳鎮,長安里,1,1,0,0,0,0,0,0,
10305,宜蘭縣蘇澳鎮,隘丁里,1,0,1,1,1,0,2,1,
10305,宜蘭縣蘇澳鎮,頂寮里,0,0,0,1,0,1,3,0,
10305,宜蘭縣蘇澳鎮,龍德里,0,0,0,2,1,1,0,0,
10305,宜蘭縣頭城鎮,下埔里,0,0,0,0,0,0,0,0,
10305,宜蘭縣頭城鎮,中崙里,0,0,0,0,0,0,1,0,
10305,宜蘭縣頭城鎮,二城里,0,0,0,0,0,0,3,0,
10305,宜蘭縣頭城鎮,合興里,0,0,0,0,0,0,0,0,
10305,宜蘭縣頭城鎮,城北里,1,0,1,0,0,0,0,0,
10305,宜蘭縣頭城鎮,城南里,0,0,0,1,1,0,0,0,
10305,宜蘭縣頭城鎮,城東里,0,0,0,2,1,1,0,0,
10305,宜蘭縣頭城鎮,城西里,0,0,0,1,1,0,0,0,
10305,宜蘭縣頭城鎮,外澳里,0,0,0,1,1,0,1,1,
10305,宜蘭縣頭城鎮,大坑里,0,0,0,1,0,1,0,0,
10305,宜蘭縣頭城鎮,大溪里,1,1,0,1,1,0,3,0,
10305,宜蘭縣頭城鎮,大里里,1,0,1,0,0,0,0,0,
10305,宜蘭縣頭城鎮,拔雅里,1,1,0,1,1,0,1,0,
10305,宜蘭縣頭城鎮,新建里,1,0,1,3,1,2,3,0,
10305,宜蘭縣頭城鎮,更新里,2,0,2,1,1,0,2,0,
10305,宜蘭縣頭城鎮,武營里,1,1,0,1,0,1,1,1,
10305,宜蘭縣頭城鎮,港口里,0,0,0,1,1,0,1,0,
10305,宜蘭縣頭城鎮,石城里,0,0,0,1,0,1,0,0,
10305,宜蘭縣頭城鎮,福成里,0,0,0,0,0,0,2,0,
10305,宜蘭縣頭城鎮,竹安里,1,0,1,2,1,1,3,0,
10305,宜蘭縣頭城鎮,金盈里,0,0,0,0,0,0,0,0,
10305,宜蘭縣頭城鎮,金面里,1,0,1,2,1,1,1,1,
10305,宜蘭縣頭城鎮,頂埔里,1,1,0,0,0,0,1,0,
10305,宜蘭縣頭城鎮,龜山里,2,0,2,0,0,0,0,0,
10305,宜蘭縣礁溪鄉,三民村,1,0,1,4,3,1,0,2,
10305,宜蘭縣礁溪鄉,二結村,1,1,0,0,0,0,0,0,
10305,宜蘭縣礁溪鄉,二龍村,0,0,0,0,0,0,2,0,
10305,宜蘭縣礁溪鄉,光武村,4,2,2,1,1,0,3,0,
10305,宜蘭縣礁溪鄉,六結村,0,0,0,1,1,0,1,1,
10305,宜蘭縣礁溪鄉,匏崙村,1,0,1,1,1,0,1,0,
10305,宜蘭縣礁溪鄉,吳沙村,4,3,1,2,2,0,4,0,
10305,宜蘭縣礁溪鄉,大忠村,1,1,0,1,1,0,0,0,
10305,宜蘭縣礁溪鄉,大義村,0,0,0,1,1,0,0,0,
10305,宜蘭縣礁溪鄉,德陽村,5,2,3,1,1,0,2,1,
10305,宜蘭縣礁溪鄉,時潮村,3,2,1,1,1,0,1,1,
10305,宜蘭縣礁溪鄉,林美村,1,0,1,3,0,3,0,0,
10305,宜蘭縣礁溪鄉,玉光村,0,0,0,2,1,1,3,0,
10305,宜蘭縣礁溪鄉,玉田村,0,0,0,3,2,1,1,0,
10305,宜蘭縣礁溪鄉,玉石村,1,1,0,3,2,1,1,1,
10305,宜蘭縣礁溪鄉,白雲村,0,0,0,2,1,1,1,1,
10305,宜蘭縣礁溪鄉,白鵝村,0,0,0,2,2,0,1,1,
10305,宜蘭縣礁溪鄉,龍潭村,0,0,0,0,0,0,0,0,
10305,宜蘭縣壯圍鄉,功勞村,0,0,0,1,0,1,1,0,
10305,宜蘭縣壯圍鄉,古亭村,0,0,0,2,1,1,1,0,
10305,宜蘭縣壯圍鄉,古結村,0,0,0,2,1,1,0,0,
10305,宜蘭縣壯圍鄉,吉祥村,1,0,1,0,0,0,3,0,
10305,宜蘭縣壯圍鄉,大福村,1,1,0,0,0,0,0,1,
10305,宜蘭縣壯圍鄉,復興村,0,0,0,0,0,0,1,2,
10305,宜蘭縣壯圍鄉,忠孝村,2,2,0,0,0,0,1,1,
10305,宜蘭縣壯圍鄉,新南村,0,0,0,1,0,1,0,1,
10305,宜蘭縣壯圍鄉,新社村,0,0,0,0,0,0,3,1,
10305,宜蘭縣壯圍鄉,東港村,0,0,0,1,1,0,0,0,
10305,宜蘭縣壯圍鄉,永鎮村,1,0,1,3,2,1,1,0,
10305,宜蘭縣壯圍鄉,美城村,2,0,2,2,2,0,3,0,
10305,宜蘭縣壯圍鄉,美福村,2,2,0,0,0,0,2,1,
10305,宜蘭縣壯圍鄉,過嶺村,1,1,0,1,1,0,1,1,
10305,宜蘭縣員山鄉,七賢村,0,0,0,1,0,1,2,0,
10305,宜蘭縣員山鄉,中華村,0,0,0,0,0,0,2,1,
10305,宜蘭縣員山鄉,內城村,0,0,0,2,1,1,2,2,
10305,宜蘭縣員山鄉,同樂村,1,0,1,4,4,0,2,2,
10305,宜蘭縣員山鄉,員山村,1,0,1,4,4,0,4,1,
10305,宜蘭縣員山鄉,尚德村,0,0,0,2,2,0,1,0,
10305,宜蘭縣員山鄉,惠好村,0,0,0,0,0,0,0,0,
10305,宜蘭縣員山鄉,枕山村,1,1,0,2,2,0,3,0,
10305,宜蘭縣員山鄉,永和村,5,3,2,2,0,2,3,1,
10305,宜蘭縣員山鄉,深溝村,2,0,2,1,0,1,4,0,
10305,宜蘭縣員山鄉,湖北村,1,0,1,1,0,1,4,0,
10305,宜蘭縣員山鄉,湖東村,1,0,1,1,1,0,0,0,
10305,宜蘭縣員山鄉,湖西村,0,0,0,2,2,0,1,0,
10305,宜蘭縣員山鄉,蓁巷村,0,0,0,3,2,1,0,0,
10305,宜蘭縣員山鄉,逸仙村,0,0,0,2,2,0,1,0,
10305,宜蘭縣員山鄉,頭分村,0,0,0,1,1,0,0,0,
10305,宜蘭縣冬山鄉,三奇村,2,2,0,1,1,0,1,0,
10305,宜蘭縣冬山鄉,中山村,1,1,0,0,0,0,0,0,
10305,宜蘭縣冬山鄉,丸山村,0,0,0,0,0,0,1,1,
10305,宜蘭縣冬山鄉,八寶村,1,0,1,0,0,0,1,1,
10305,宜蘭縣冬山鄉,冬山村,0,0,0,0,0,0,0,0,
10305,宜蘭縣冬山鄉,南興村,1,1,0,0,0,0,2,0,
10305,宜蘭縣冬山鄉,大興村,0,0,0,1,1,0,1,0,
10305,宜蘭縣冬山鄉,大進村,0,0,0,0,0,0,0,0,
10305,宜蘭縣冬山鄉,太和村,1,0,1,1,1,0,2,0,
10305,宜蘭縣冬山鄉,安平村,1,1,0,3,2,1,0,0,
10305,宜蘭縣冬山鄉,廣安村,0,0,0,1,1,0,1,1,
10305,宜蘭縣冬山鄉,廣興村,0,0,0,1,0,1,2,1,
10305,宜蘭縣冬山鄉,得安村,1,0,1,3,3,0,1,0,
10305,宜蘭縣冬山鄉,東城村,2,1,1,0,0,0,2,0,
10305,宜蘭縣冬山鄉,柯林村,1,1,0,3,2,1,0,1,
10305,宜蘭縣冬山鄉,武淵村,4,2,2,2,1,1,0,0,
10305,宜蘭縣冬山鄉,永美村,2,0,2,5,3,2,2,2,
10305,宜蘭縣冬山鄉,清溝村,3,2,1,4,0,4,1,1,
10305,宜蘭縣冬山鄉,珍珠村,0,0,0,0,0,0,0,0,
10305,宜蘭縣冬山鄉,群英村,9,5,4,6,3,3,2,2,
10305,宜蘭縣冬山鄉,補城村,2,1,1,1,0,1,1,0,
10305,宜蘭縣冬山鄉,順安村,7,3,4,4,2,2,7,3,
10305,宜蘭縣冬山鄉,香和村,5,4,1,1,1,0,3,0,
10305,宜蘭縣冬山鄉,鹿埔村,1,1,0,2,1,1,7,0,
10305,宜蘭縣五結鄉,三興村,2,0,2,1,1,0,4,0,
10305,宜蘭縣五結鄉,上四村,3,2,1,4,2,2,2,2,
10305,宜蘭縣五結鄉,中興村,0,0,0,0,0,0,0,2,
10305,宜蘭縣五結鄉,二結村,1,0,1,2,0,2,3,1,
10305,宜蘭縣五結鄉,五結村,4,2,2,4,1,3,4,0,
10305,宜蘭縣五結鄉,利澤村,1,0,1,0,0,0,1,1,
10305,宜蘭縣五結鄉,協和村,1,1,0,2,1,1,2,0,
10305,宜蘭縣五結鄉,四結村,1,0,1,3,2,1,1,0,
10305,宜蘭縣五結鄉,大吉村,4,2,2,3,2,1,4,2,
10305,宜蘭縣五結鄉,孝威村,0,0,0,0,0,0,1,0,
10305,宜蘭縣五結鄉,季新村,1,1,0,2,1,1,1,2,
10305,宜蘭縣五結鄉,成興村,3,2,1,3,2,1,3,1,
10305,宜蘭縣五結鄉,福興村,1,1,0,0,0,0,1,0,
10305,宜蘭縣五結鄉,錦眾村,3,1,2,2,1,1,0,0,
10305,宜蘭縣五結鄉,鎮安村,1,1,0,0,0,0,1,0,
10305,宜蘭縣三星鄉,人和村,0,0,0,1,1,0,0,0,
10305,宜蘭縣三星鄉,員山村,0,0,0,2,1,1,1,0,
10305,宜蘭縣三星鄉,大洲村,1,1,0,0,0,0,0,1,
10305,宜蘭縣三星鄉,大義村,1,1,0,0,0,0,1,0,
10305,宜蘭縣三星鄉,大隱村,3,1,2,3,3,0,3,0,
10305,宜蘭縣三星鄉,天山村,1,0,1,2,1,1,0,1,
10305,宜蘭縣三星鄉,天福村,0,0,0,1,1,0,0,1,
10305,宜蘭縣三星鄉,尚武村,0,0,0,0,0,0,0,0,
10305,宜蘭縣三星鄉,尾塹村,0,0,0,2,2,0,0,0,
10305,宜蘭縣三星鄉,拱照村,1,1,0,2,2,0,1,0,
10305,宜蘭縣三星鄉,月眉村,1,0,1,1,1,0,1,2,
10305,宜蘭縣三星鄉,義德村,0,0,0,0,0,0,1,0,
10305,宜蘭縣三星鄉,萬富村,0,0,0,1,0,1,0,0,
10305,宜蘭縣三星鄉,萬德村,0,0,0,1,0,1,1,0,
10305,宜蘭縣三星鄉,行健村,0,0,0,1,1,0,0,0,
10305,宜蘭縣三星鄉,貴林村,0,0,0,1,1,0,1,0,
10305,宜蘭縣三星鄉,集慶村,2,0,2,0,0,0,0,0,
10305,宜蘭縣三星鄉,雙賢村,1,1,0,0,0,0,0,1,
10305,宜蘭縣大同鄉,南山村,0,0,0,0,0,0,1,0,
10305,宜蘭縣大同鄉,四季村,1,0,1,1,1,0,0,1,
10305,宜蘭縣大同鄉,太平村,0,0,0,0,0,0,0,0,
10305,宜蘭縣大同鄉,寒溪村,1,0,1,2,1,1,0,0,
10305,宜蘭縣大同鄉,崙埤村,0,0,0,0,0,0,0,0,
10305,宜蘭縣大同鄉,復興村,0,0,0,1,0,1,1,0,
10305,宜蘭縣大同鄉,松羅村,2,1,1,1,0,1,2,0,
10305,宜蘭縣大同鄉,樂水村,0,0,0,0,0,0,0,0,
10305,宜蘭縣大同鄉,英士村,0,0,0,0,0,0,0,0,
10305,宜蘭縣大同鄉,茂安村,1,0,1,0,0,0,0,0,
10305,宜蘭縣南澳鄉,南澳村,1,1,0,0,0,0,3,0,
10305,宜蘭縣南澳鄉,東岳村,0,0,0,1,1,0,1,0,
10305,宜蘭縣南澳鄉,武塔村,1,0,1,0,0,0,1,0,
10305,宜蘭縣南澳鄉,澳花村,3,1,2,0,0,0,1,1,
10305,宜蘭縣南澳鄉,碧候村,1,1,0,1,0,1,1,0,
10305,宜蘭縣南澳鄉,金岳村,0,0,0,2,2,0,0,0,
10305,宜蘭縣南澳鄉,金洋村,1,0,1,0,0,0,0,0,
10305,桃園縣桃園市,三元里,4,2,2,3,3,0,3,1,
10305,桃園縣桃園市,三民里,2,1,1,0,0,0,2,0,
10305,桃園縣桃園市,中信里,2,2,0,2,0,2,10,4,
10305,桃園縣桃園市,中原里,4,2,2,1,0,1,1,3,
10305,桃園縣桃園市,中和里,0,0,0,2,1,1,3,0,
10305,桃園縣桃園市,中埔里,2,0,2,1,0,1,1,0,
10305,桃園縣桃園市,中寧里,8,3,5,1,1,0,11,1,
10305,桃園縣桃園市,中山里,1,0,1,6,4,2,7,0,
10305,桃園縣桃園市,中平里,0,0,0,0,0,0,2,1,
10305,桃園縣桃園市,中德里,4,2,2,2,1,1,10,1,
10305,桃園縣桃園市,中成里,3,2,1,3,2,1,6,0,
10305,桃園縣桃園市,中正里,3,1,2,0,0,0,3,1,
10305,桃園縣桃園市,中泰里,3,0,3,1,0,1,1,2,
10305,桃園縣桃園市,中聖里,3,2,1,2,2,0,6,5,
10305,桃園縣桃園市,中興里,2,1,1,1,1,0,6,2,
10305,桃園縣桃園市,中路里,3,1,2,1,1,0,3,0,
10305,桃園縣桃園市,信光里,5,3,2,1,0,1,9,2,
10305,桃園縣桃園市,光興里,4,1,3,1,1,0,3,0,
10305,桃園縣桃園市,北埔里,5,2,3,2,2,0,1,1,
10305,桃園縣桃園市,北門里,3,2,1,3,3,0,0,1,
10305,桃園縣桃園市,南埔里,5,3,2,4,3,1,5,2,
10305,桃園縣桃園市,南華里,0,0,0,1,1,0,1,0,
10305,桃園縣桃園市,南門里,3,2,1,0,0,0,11,1,
10305,桃園縣桃園市,同安里,6,3,3,4,1,3,5,3,
10305,桃園縣桃園市,同德里,4,2,2,2,0,2,6,4,
10305,桃園縣桃園市,大有里,3,1,2,0,0,0,8,4,
10305,桃園縣桃園市,大林里,8,4,4,2,2,0,11,1,
10305,桃園縣桃園市,大興里,8,7,1,2,1,1,9,3,
10305,桃園縣桃園市,大豐里,4,3,1,1,0,1,5,0,
10305,桃園縣桃園市,寶安里,7,4,3,5,4,1,9,7,
10305,桃園縣桃園市,寶山里,6,3,3,6,5,1,12,4,
10305,桃園縣桃園市,寶慶里,7,4,3,2,1,1,6,0,
10305,桃園縣桃園市,建國里,4,3,1,1,1,0,4,2,
10305,桃園縣桃園市,忠義里,5,2,3,1,0,1,11,3,
10305,桃園縣桃園市,慈文里,6,3,3,4,2,2,3,1,
10305,桃園縣桃園市,成功里,0,0,0,2,1,1,1,0,
10305,桃園縣桃園市,文中里,4,3,1,2,2,0,0,1,
10305,桃園縣桃園市,文化里,0,0,0,1,0,1,0,0,
10305,桃園縣桃園市,文昌里,0,0,0,0,0,0,0,0,
10305,桃園縣桃園市,文明里,1,0,1,0,0,0,0,0,
10305,桃園縣桃園市,新埔里,4,2,2,2,1,1,7,3,
10305,桃園縣桃園市,明德里,1,1,0,3,2,1,3,0,
10305,桃園縣桃園市,春日里,10,6,4,3,3,0,5,3,
10305,桃園縣桃園市,會稽里,9,2,7,3,1,2,11,4,
10305,桃園縣桃園市,朝陽里,2,2,0,2,1,1,2,2,
10305,桃園縣桃園市,東埔里,2,2,0,1,1,0,3,3,
10305,桃園縣桃園市,東山里,1,1,0,1,1,0,2,1,
10305,桃園縣桃園市,東門里,4,1,3,1,0,1,5,1,
10305,桃園縣桃園市,武陵里,0,0,0,3,0,3,2,2,
10305,桃園縣桃園市,民生里,2,0,2,1,1,0,1,0,
10305,桃園縣桃園市,永安里,4,4,0,3,1,2,4,1,
10305,桃園縣桃園市,永興里,1,0,1,0,0,0,3,1,
10305,桃園縣桃園市,汴洲里,3,2,1,3,2,1,3,0,
10305,桃園縣桃園市,泰山里,3,1,2,1,1,0,1,0,
10305,桃園縣桃園市,玉山里,3,2,1,1,0,1,5,2,
10305,桃園縣桃園市,瑞慶里,1,1,0,2,2,0,5,1,
10305,桃園縣桃園市,福安里,1,1,0,0,0,0,3,0,
10305,桃園縣桃園市,福林里,2,1,1,2,2,0,8,1,
10305,桃園縣桃園市,自強里,6,2,4,3,3,0,6,2,
10305,桃園縣桃園市,莊敬里,1,1,0,3,1,2,1,4,
10305,桃園縣桃園市,萬壽里,0,0,0,1,0,1,1,0,
10305,桃園縣桃園市,西埔里,3,2,1,1,1,0,7,0,
10305,桃園縣桃園市,西湖里,1,1,0,1,0,1,2,0,
10305,桃園縣桃園市,西門里,1,1,0,2,1,1,0,1,
10305,桃園縣桃園市,豐林里,3,1,2,1,1,0,2,1,
10305,桃園縣桃園市,長安里,1,0,1,2,2,0,3,2,
10305,桃園縣桃園市,長德里,3,0,3,1,0,1,5,1,
10305,桃園縣桃園市,長美里,2,1,1,1,0,1,2,0,
10305,桃園縣桃園市,雲林里,3,1,2,2,1,1,2,6,
10305,桃園縣桃園市,青溪里,3,3,0,3,2,1,7,5,
10305,桃園縣桃園市,龍壽里,5,3,2,1,0,1,4,0,
10305,桃園縣桃園市,龍安里,3,1,2,1,0,1,4,1,
10305,桃園縣桃園市,龍山里,2,1,1,4,2,2,4,0,
10305,桃園縣桃園市,龍岡里,4,2,2,0,0,0,8,1,
10305,桃園縣桃園市,龍祥里,10,6,4,0,0,0,11,2,
10305,桃園縣桃園市,龍鳳里,3,1,2,5,3,2,5,3,
10305,桃園縣中壢市,三民里,1,1,0,3,3,0,2,0,
10305,桃園縣中壢市,中原里,5,4,1,3,2,1,4,0,
10305,桃園縣中壢市,中堅里,5,2,3,0,0,0,5,0,
10305,桃園縣中壢市,中壢里,0,0,0,0,0,0,0,1,
