統計年月,區域別,村里,出生數,出生數-男,出生數-女,死亡數,死亡數-男,死亡數-女,結婚對數,離婚對數,
10305,臺中市神岡區,庄後里,3,2,1,2,2,0,2,1,
10305,臺中市神岡區,新庄里,4,3,1,1,1,0,1,0,
10305,臺中市神岡區,溪洲里,2,2,0,3,1,2,2,0,
10305,臺中市神岡區,社南里,5,2,3,2,1,1,3,0,
10305,臺中市神岡區,社口里,3,2,1,1,1,0,12,1,
10305,臺中市神岡區,神岡里,6,3,3,1,1,0,2,2,
10305,臺中市神岡區,神洲里,2,1,1,0,0,0,2,0,
10305,臺中市神岡區,豐洲里,9,4,5,6,4,2,17,4,
10305,臺中市潭子區,嘉仁里,3,2,1,1,1,0,4,4,
10305,臺中市潭子區,大富里,3,3,0,1,0,1,3,1,
10305,臺中市潭子區,大豐里,6,2,4,2,2,0,1,1,
10305,臺中市潭子區,家福里,6,2,4,1,1,0,1,1,
10305,臺中市潭子區,家興里,6,3,3,2,2,0,5,1,
10305,臺中市潭子區,新田里,3,2,1,0,0,0,0,0,
10305,臺中市潭子區,東寶里,12,4,8,4,3,1,16,1,
10305,臺中市潭子區,栗林里,3,2,1,5,2,3,6,2,
10305,臺中市潭子區,潭北里,1,1,0,0,0,0,2,1,
10305,臺中市潭子區,潭秀里,0,0,0,1,1,0,0,0,
10305,臺中市潭子區,潭陽里,11,4,7,2,1,1,11,8,
10305,臺中市潭子區,甘蔗里,6,2,4,2,1,1,12,1,
10305,臺中市潭子區,福仁里,12,4,8,7,5,2,4,5,
10305,臺中市潭子區,聚興里,2,2,0,2,2,0,3,3,
10305,臺中市潭子區,頭家東里,4,3,1,2,2,0,4,1,
10305,臺中市潭子區,頭家里,3,1,2,1,0,1,0,2,
10305,臺中市大雅區,三和里,8,4,4,2,1,1,4,1,
10305,臺中市大雅區,上楓里,3,3,0,1,0,1,9,1,
10305,臺中市大雅區,上雅里,10,5,5,2,2,0,6,1,
10305,臺中市大雅區,二和里,8,5,3,2,1,1,8,2,
10305,臺中市大雅區,六寶里,6,1,5,3,3,0,6,1,
10305,臺中市大雅區,員林里,10,5,5,6,4,2,10,3,
10305,臺中市大雅區,四德里,5,2,3,0,0,0,1,1,
10305,臺中市大雅區,大楓里,0,0,0,2,2,0,7,3,
10305,臺中市大雅區,大雅里,5,4,1,2,2,0,5,2,
10305,臺中市大雅區,忠義里,1,0,1,4,2,2,5,0,
10305,臺中市大雅區,文雅里,2,1,1,6,4,2,3,1,
10305,臺中市大雅區,橫山里,4,2,2,2,1,1,3,0,
10305,臺中市大雅區,秀山里,3,3,0,4,1,3,4,0,
10305,臺中市大雅區,西寶里,5,3,2,1,1,0,8,2,
10305,臺中市大雅區,雅楓里,2,0,2,3,1,2,11,2,
10305,臺中市新社區,中和里,0,0,0,0,0,0,0,0,
10305,臺中市新社區,中正里,4,1,3,1,0,1,2,1,
10305,臺中市新社區,中興里,0,0,0,1,1,0,2,0,
10305,臺中市新社區,協成里,2,2,0,2,1,1,2,1,
10305,臺中市新社區,大南里,0,0,0,3,1,2,1,0,
10305,臺中市新社區,崑山里,1,1,0,2,1,1,0,0,
10305,臺中市新社區,復盛里,0,0,0,5,5,0,3,0,
10305,臺中市新社區,慶西里,1,1,0,0,0,0,0,1,
10305,臺中市新社區,新社里,2,2,0,0,0,0,3,2,
10305,臺中市新社區,月湖里,0,0,0,0,0,0,0,0,
10305,臺中市新社區,東興里,1,0,1,1,1,0,3,0,
10305,臺中市新社區,永源里,1,0,1,2,1,1,1,2,
10305,臺中市新社區,福興里,1,0,1,1,0,1,0,0,
10305,臺中市石岡區,九房里,0,0,0,0,0,0,0,0,
10305,臺中市石岡區,和盛里,1,1,0,1,0,1,1,0,
10305,臺中市石岡區,土牛里,0,0,0,2,1,1,1,0,
10305,臺中市石岡區,德興里,0,0,0,1,1,0,1,0,
10305,臺中市石岡區,梅子里,1,0,1,1,0,1,1,1,
10305,臺中市石岡區,石岡里,0,0,0,0,0,0,0,0,
10305,臺中市石岡區,萬安里,2,1,1,0,0,0,0,0,
10305,臺中市石岡區,萬興里,0,0,0,2,2,0,3,0,
10305,臺中市石岡區,金星里,0,0,0,2,1,1,1,0,
10305,臺中市石岡區,龍興里,0,0,0,0,0,0,0,0,
10305,臺中市外埔區,三崁里,0,0,0,1,1,0,0,0,
10305,臺中市外埔區,中山里,0,0,0,0,0,0,0,1,
10305,臺中市外埔區,六分里,2,0,2,0,0,0,2,1,
10305,臺中市外埔區,土城里,1,1,0,0,0,0,4,0,
10305,臺中市外埔區,大同里,2,1,1,2,0,2,3,1,
10305,臺中市外埔區,大東里,4,3,1,5,2,3,12,3,
10305,臺中市外埔區,廍子里,2,2,0,2,2,0,1,0,
10305,臺中市外埔區,水美里,0,0,0,3,0,3,1,1,
10305,臺中市外埔區,永豐里,1,1,0,3,1,2,0,0,
10305,臺中市外埔區,鐵山里,1,1,0,5,2,3,3,0,
10305,臺中市外埔區,馬鳴里,0,0,0,0,0,0,2,0,
10305,臺中市大安區,中庄里,5,2,3,3,3,0,1,0,
10305,臺中市大安區,南埔里,0,0,0,0,0,0,2,0,
10305,臺中市大安區,南庄里,0,0,0,1,0,1,0,0,
10305,臺中市大安區,東安里,4,1,3,2,1,1,0,0,
10305,臺中市大安區,松雅里,0,0,0,0,0,0,0,0,
10305,臺中市大安區,永安里,1,0,1,0,0,0,1,0,
10305,臺中市大安區,海墘里,2,1,1,2,2,0,0,0,
10305,臺中市大安區,福住里,0,0,0,2,0,2,1,1,
10305,臺中市大安區,福興里,2,2,0,1,1,0,1,1,
10305,臺中市大安區,西安里,2,1,1,2,0,2,3,0,
10305,臺中市大安區,頂安里,1,0,1,0,0,0,2,0,
10305,臺中市大安區,龜売里,2,2,0,1,0,1,1,0,
10305,臺中市烏日區,三和里,3,2,1,2,2,0,4,0,
10305,臺中市烏日區,九德里,9,4,5,12,9,3,11,3,
10305,臺中市烏日區,五光里,2,1,1,1,0,1,2,2,
10305,臺中市烏日區,仁德里,8,5,3,4,3,1,6,1,
10305,臺中市烏日區,光明里,1,0,1,3,3,0,2,0,
10305,臺中市烏日區,前竹里,2,1,1,3,0,3,3,0,
10305,臺中市烏日區,北里里,2,1,1,1,1,0,1,1,
10305,臺中市烏日區,南里里,1,0,1,0,0,0,2,1,
10305,臺中市烏日區,學田里,1,1,0,3,2,1,1,1,
10305,臺中市烏日區,東園里,4,1,3,0,0,0,1,1,
10305,臺中市烏日區,榮泉里,4,4,0,3,2,1,2,2,
10305,臺中市烏日區,湖日里,1,0,1,0,0,0,2,0,
10305,臺中市烏日區,溪埧里,3,2,1,1,1,0,5,0,
10305,臺中市烏日區,溪尾里,0,0,0,1,1,0,1,2,
10305,臺中市烏日區,烏日里,10,7,3,7,5,2,9,3,
10305,臺中市烏日區,螺潭里,2,1,1,3,1,2,1,0,
10305,臺中市大肚區,中和里,1,0,1,0,0,0,2,0,
10305,臺中市大肚區,大東里,1,0,1,2,1,1,7,1,
10305,臺中市大肚區,大肚里,0,0,0,0,0,0,0,0,
10305,臺中市大肚區,山陽里,0,0,0,1,0,1,1,0,
10305,臺中市大肚區,成功里,0,0,0,0,0,0,2,0,
10305,臺中市大肚區,新興里,3,2,1,1,1,0,2,0,
10305,臺中市大肚區,永和里,0,0,0,0,0,0,0,0,
10305,臺中市大肚區,永順里,1,0,1,1,0,1,1,0,
10305,臺中市大肚區,營埔里,2,1,1,2,1,1,1,1,
10305,臺中市大肚區,王田里,3,2,1,4,3,1,6,0,
10305,臺中市大肚區,瑞井里,1,1,0,3,2,1,3,1,
10305,臺中市大肚區,磺溪里,4,3,1,2,0,2,0,2,
10305,臺中市大肚區,社腳里,1,1,0,2,2,0,1,2,
10305,臺中市大肚區,福山里,6,4,2,2,0,2,2,0,
10305,臺中市大肚區,自強里,2,2,0,1,1,0,1,1,
10305,臺中市大肚區,蔗廍里,6,4,2,1,1,0,5,2,
10305,臺中市大肚區,頂街里,5,2,3,3,2,1,10,0,
10305,臺中市龍井區,三德里,4,2,2,1,0,1,1,0,
10305,臺中市龍井區,南寮里,1,1,0,0,0,0,5,1,
10305,臺中市龍井區,山腳里,3,1,2,1,0,1,3,2,
10305,臺中市龍井區,忠和里,4,3,1,4,4,0,5,2,
10305,臺中市龍井區,新庄里,9,4,5,4,2,2,6,1,
10305,臺中市龍井區,新東里,2,1,1,2,1,1,3,0,
10305,臺中市龍井區,東海里,2,1,1,4,2,2,5,3,
10305,臺中市龍井區,田中里,0,0,0,2,0,2,2,0,
10305,臺中市龍井區,福田里,0,0,0,1,1,0,0,0,
10305,臺中市龍井區,竹坑里,4,2,2,1,1,0,3,1,
10305,臺中市龍井區,麗水里,4,2,2,0,0,0,4,1,
10305,臺中市龍井區,龍崗里,2,1,1,1,0,1,1,1,
10305,臺中市龍井區,龍東里,1,1,0,2,1,1,3,0,
10305,臺中市龍井區,龍泉里,8,5,3,3,1,2,7,1,
10305,臺中市龍井區,龍津里,4,1,3,1,1,0,8,0,
10305,臺中市龍井區,龍西里,3,1,2,3,3,0,2,0,
10305,臺中市霧峰區,丁台里,2,1,1,4,1,3,1,2,
10305,臺中市霧峰區,中正里,2,2,0,0,0,0,0,1,
10305,臺中市霧峰區,五福里,0,0,0,6,4,2,1,0,
10305,臺中市霧峰區,六股里,2,1,1,3,1,2,1,0,
10305,臺中市霧峰區,北勢里,2,2,0,1,0,1,1,0,
10305,臺中市霧峰區,北柳里,4,3,1,2,2,0,4,0,
10305,臺中市霧峰區,南勢里,2,1,1,1,0,1,2,0,
10305,臺中市霧峰區,南柳里,3,3,0,3,1,2,4,0,
10305,臺中市霧峰區,吉峰里,10,5,5,2,0,2,6,2,
10305,臺中市霧峰區,四德里,0,0,0,3,2,1,4,0,
10305,臺中市霧峰區,坑口里,1,1,0,3,2,1,7,1,
10305,臺中市霧峰區,峰谷里,0,0,0,1,0,1,0,0,
10305,臺中市霧峰區,本堂里,1,0,1,1,1,0,3,0,
10305,臺中市霧峰區,本鄉里,2,1,1,2,1,1,1,0,
10305,臺中市霧峰區,桐林里,1,0,1,1,1,0,0,0,
10305,臺中市霧峰區,甲寅里,4,1,3,1,1,0,11,1,
10305,臺中市霧峰區,舊正里,2,2,0,1,0,1,3,0,
10305,臺中市霧峰區,萊園里,0,0,0,2,2,0,0,0,
10305,臺中市霧峰區,萬豐里,1,1,0,2,1,1,1,0,
10305,臺中市霧峰區,錦榮里,2,2,0,0,0,0,2,1,
10305,臺中市太平區,中山里,5,1,4,2,1,1,1,2,
10305,臺中市太平區,中平里,2,1,1,2,1,1,4,1,
10305,臺中市太平區,中政里,0,0,0,1,0,1,2,2,
10305,臺中市太平區,中興里,4,0,4,1,1,0,5,0,
10305,臺中市太平區,光明里,5,3,2,1,0,1,4,1,
10305,臺中市太平區,光華里,2,1,1,5,3,2,6,1,
10305,臺中市太平區,光隆里,3,2,1,2,2,0,1,2,
10305,臺中市太平區,勤益里,3,1,2,3,2,1,0,0,
10305,臺中市太平區,坪林里,2,2,0,2,2,0,6,0,
10305,臺中市太平區,大興里,1,1,0,1,1,0,2,1,
10305,臺中市太平區,太平里,5,4,1,2,1,1,5,3,
10305,臺中市太平區,宜佳里,6,4,2,4,4,0,9,1,
10305,臺中市太平區,宜昌里,1,0,1,3,0,3,9,1,
10305,臺中市太平區,宜欣里,8,6,2,2,1,1,11,2,
10305,臺中市太平區,平安里,3,3,0,2,1,1,5,0,
10305,臺中市太平區,建國里,2,0,2,1,1,0,2,0,
10305,臺中市太平區,建興里,2,1,1,2,2,0,5,1,
10305,臺中市太平區,德隆里,9,4,5,0,0,0,5,2,
10305,臺中市太平區,成功里,4,3,1,0,0,0,6,0,
10305,臺中市太平區,新光里,4,3,1,3,1,2,6,2,
10305,臺中市太平區,新吉里,6,2,4,1,1,0,7,2,
10305,臺中市太平區,新坪里,6,3,3,3,1,2,9,2,
10305,臺中市太平區,新城里,5,4,1,2,1,1,5,2,
10305,臺中市太平區,新福里,7,4,3,2,2,0,2,2,
10305,臺中市太平區,新興里,1,0,1,1,0,1,5,0,
10305,臺中市太平區,新高里,9,8,1,3,1,2,10,4,
10305,臺中市太平區,東和里,1,1,0,1,0,1,3,0,
10305,臺中市太平區,東平里,1,1,0,3,1,2,3,1,
10305,臺中市太平區,東汴里,2,0,2,1,1,0,1,0,
10305,臺中市太平區,永平里,4,3,1,4,3,1,5,1,
10305,臺中市太平區,永成里,6,5,1,4,4,0,13,2,
10305,臺中市太平區,永隆里,3,1,2,3,2,1,2,1,
10305,臺中市太平區,福隆里,5,2,3,2,2,0,1,1,
10305,臺中市太平區,聖和里,3,0,3,4,3,1,4,0,
10305,臺中市太平區,興隆里,4,2,2,1,1,0,5,2,
10305,臺中市太平區,豐年里,5,3,2,1,1,0,4,0,
10305,臺中市太平區,長億里,6,4,2,2,1,1,5,1,
10305,臺中市太平區,頭汴里,3,2,1,2,1,1,3,0,
10305,臺中市太平區,黃竹里,0,0,0,0,0,0,0,0,
10305,臺中市大里區,中新里,1,0,1,2,2,0,3,0,
10305,臺中市大里區,仁化里,5,1,4,5,2,3,5,0,
10305,臺中市大里區,仁德里,3,2,1,3,3,0,6,3,
10305,臺中市大里區,健民里,6,4,2,1,1,0,2,1,
10305,臺中市大里區,內新里,10,6,4,4,2,2,12,4,
10305,臺中市大里區,國光里,5,3,2,3,1,2,7,0,
10305,臺中市大里區,塗城里,6,1,5,2,2,0,6,3,
10305,臺中市大里區,夏田里,0,0,0,0,0,0,1,0,
10305,臺中市大里區,大元里,4,2,2,0,0,0,6,1,
10305,臺中市大里區,大明里,4,2,2,2,2,0,3,1,
10305,臺中市大里區,大里里,2,1,1,1,1,0,1,0,
10305,臺中市大里區,新仁里,9,3,6,0,0,0,8,0,
10305,臺中市大里區,新里里,3,1,2,7,4,3,10,2,
10305,臺中市大里區,日新里,2,1,1,2,2,0,6,0,
10305,臺中市大里區,東昇里,0,0,0,2,1,1,0,2,
10305,臺中市大里區,東湖里,11,6,5,4,2,2,14,1,
10305,臺中市大里區,東興里,5,0,5,3,3,0,13,0,
10305,臺中市大里區,樹王里,3,2,1,2,1,1,1,1,
10305,臺中市大里區,永隆里,13,10,3,1,1,0,5,0,
10305,臺中市大里區,瑞城里,13,8,5,7,3,4,13,4,
10305,臺中市大里區,祥興里,6,3,3,1,1,0,4,3,
10305,臺中市大里區,立仁里,3,2,1,1,0,1,5,1,
10305,臺中市大里區,立德里,8,4,4,1,0,1,14,0,
10305,臺中市大里區,西榮里,4,3,1,2,2,0,5,3,
10305,臺中市大里區,西湖里,1,1,0,1,1,0,2,2,
10305,臺中市大里區,金城里,7,3,4,4,2,2,12,4,
10305,臺中市大里區,長榮里,14,7,7,4,0,4,9,2,
10305,臺中市和平區,中坑里,0,0,0,0,0,0,0,0,
10305,臺中市和平區,南勢里,2,2,0,1,0,1,2,0,
10305,臺中市和平區,博愛里,3,2,1,2,2,0,0,0,
10305,臺中市和平區,天輪里,1,1,0,1,0,1,0,0,
10305,臺中市和平區,平等里,0,0,0,0,0,0,1,1,
10305,臺中市和平區,梨山里,1,1,0,2,2,0,1,0,
10305,臺中市和平區,自由里,2,0,2,0,0,0,3,0,
10305,臺中市和平區,達觀里,2,0,2,2,1,1,0,0,
10305,臺南市新營區,三仙里,2,1,1,0,0,0,5,1,
10305,臺南市新營區,中營里,0,0,0,1,1,0,0,0,
10305,臺南市新營區,五興里,0,0,0,0,0,0,1,0,
10305,臺南市新營區,南紙里,7,0,7,1,1,0,3,0,
10305,臺南市新營區,南興里,0,0,0,2,1,1,2,0,
10305,臺南市新營區,嘉芳里,1,0,1,1,1,0,1,1,
10305,臺南市新營區,土庫里,1,1,0,2,2,0,5,0,
10305,臺南市新營區,埤寮里,0,0,0,0,0,0,2,0,
10305,臺南市新營區,大宏里,2,2,0,3,3,0,3,0,
10305,臺南市新營區,太北里,1,0,1,0,0,0,0,0,
10305,臺南市新營區,太南里,1,1,0,1,0,1,2,2,
10305,臺南市新營區,好平里,1,1,0,0,0,0,1,0,
10305,臺南市新營區,姑爺里,2,0,2,0,0,0,0,0,
10305,臺南市新營區,延平里,4,4,0,0,0,0,2,0,
10305,臺南市新營區,忠政里,6,3,3,2,2,0,2,1,
10305,臺南市新營區,新北里,6,2,4,2,1,1,3,1,
10305,臺南市新營區,新南里,4,4,0,2,2,0,2,0,
10305,臺南市新營區,新東里,5,5,0,2,1,1,5,0,
10305,臺南市新營區,民榮里,2,1,1,1,0,1,2,1,
10305,臺南市新營區,民權里,0,0,0,3,1,2,2,0,
10305,臺南市新營區,民生里,4,2,2,4,2,2,4,0,
10305,臺南市新營區,永生里,0,0,0,1,0,1,0,0,
10305,臺南市新營區,王公里,3,2,1,3,2,1,1,0,
10305,臺南市新營區,興安里,0,0,0,0,0,0,0,1,
10305,臺南市新營區,興業里,0,0,0,1,1,0,0,1,
10305,臺南市新營區,舊廍里,0,0,0,1,1,0,0,0,
10305,臺南市新營區,角帶里,1,1,0,0,0,0,1,1,
10305,臺南市新營區,護鎮里,0,0,0,0,0,0,2,0,
10305,臺南市新營區,鐵線里,1,1,0,1,0,1,0,0,
10305,臺南市鹽水區,三生里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,下中里,1,1,0,1,0,1,2,0,
10305,臺南市鹽水區,下林里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,中境里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,南港里,1,0,1,0,0,0,0,0,
10305,臺南市鹽水區,大莊里,0,0,0,1,0,1,0,0,
10305,臺南市鹽水區,大豐里,0,0,0,2,1,1,0,0,
10305,臺南市鹽水區,孫厝里,1,1,0,1,1,0,0,0,
10305,臺南市鹽水區,岸內里,1,1,0,2,0,2,1,1,
10305,臺南市鹽水區,後宅里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,桐寮里,0,0,0,1,1,0,0,0,
10305,臺南市鹽水區,橋南里,2,2,0,1,1,0,2,0,
10305,臺南市鹽水區,歡雅里,0,0,0,1,0,1,1,0,
10305,臺南市鹽水區,武廟里,0,0,0,0,0,0,1,0,
10305,臺南市鹽水區,水仙里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,水正里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,水秀里,1,1,0,1,1,0,0,0,
10305,臺南市鹽水區,汫水里,0,0,0,2,1,1,1,0,
10305,臺南市鹽水區,河南里,0,0,0,1,0,1,0,1,
10305,臺南市鹽水區,田寮里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,福得里,0,0,0,0,0,0,0,0,
10305,臺南市鹽水區,竹埔里,3,1,2,0,0,0,0,0,
10305,臺南市鹽水區,義稠里,0,0,0,0,0,0,1,0,
10305,臺南市鹽水區,舊營里,0,0,0,1,1,0,1,1,
10305,臺南市鹽水區,飯店里,0,0,0,0,0,0,1,1,
10305,臺南市白河區,仙草里,1,1,0,4,4,0,1,1,
10305,臺南市白河區,內角里,1,0,1,0,0,0,0,0,
10305,臺南市白河區,六溪里,0,0,0,4,2,2,0,0,
10305,臺南市白河區,外角里,0,0,0,4,2,2,2,0,
10305,臺南市白河區,大林里,0,0,0,0,0,0,1,0,
10305,臺南市白河區,大竹里,1,0,1,2,2,0,0,0,
10305,臺南市白河區,崁頭里,0,0,0,1,0,1,1,0,
10305,臺南市白河區,崎內里,0,0,0,2,1,1,0,0,
10305,臺南市白河區,庄內里,0,0,0,1,1,0,1,1,
10305,臺南市白河區,廣安里,0,0,0,0,0,0,0,0,
10305,臺南市白河區,昇安里,1,0,1,1,1,0,0,0,
10305,臺南市白河區,永安里,2,1,1,2,2,0,4,1,
10305,臺南市白河區,汴頭里,1,1,0,1,1,0,0,0,
10305,臺南市白河區,河東里,0,0,0,4,2,2,1,0,
10305,臺南市白河區,玉豐里,0,0,0,1,1,0,0,0,
10305,臺南市白河區,甘宅里,1,1,0,0,0,0,0,0,
10305,臺南市白河區,白河里,1,0,1,1,0,1,1,0,
10305,臺南市白河區,秀祐里,0,0,0,0,0,0,1,0,
10305,臺南市白河區,竹門里,0,0,0,0,0,0,0,0,
10305,臺南市白河區,草店里,1,0,1,2,1,1,0,0,
10305,臺南市白河區,蓮潭里,1,1,0,1,1,0,1,0,
10305,臺南市白河區,虎山里,0,0,0,0,0,0,0,0,
10305,臺南市白河區,詔安里,1,0,1,3,2,1,0,0,
10305,臺南市白河區,關嶺里,0,0,0,0,0,0,2,1,
10305,臺南市柳營區,中埕里,0,0,0,2,2,0,0,0,
10305,臺南市柳營區,人和里,0,0,0,0,0,0,0,0,
10305,臺南市柳營區,光福里,1,1,0,2,0,2,1,0,
10305,臺南市柳營區,八翁里,1,0,1,0,0,0,2,0,
10305,臺南市柳營區,士林里,2,2,0,0,0,0,2,0,
10305,臺南市柳營區,大農里,0,0,0,0,0,0,1,0,
10305,臺南市柳營區,太康里,0,0,0,0,0,0,0,0,
10305,臺南市柳營區,旭山里,1,0,1,2,0,2,0,0,
10305,臺南市柳營區,東昇里,2,1,1,2,1,1,4,0,
10305,臺南市柳營區,果毅里,2,1,1,2,2,0,1,1,
10305,臺南市柳營區,神農里,1,0,1,2,1,1,0,0,
10305,臺南市柳營區,篤農里,2,1,1,2,0,2,1,0,
10305,臺南市柳營區,重溪里,3,1,2,3,2,1,4,1,
10305,臺南市後壁區,仕安里,0,0,0,0,0,0,0,0,
10305,臺南市後壁區,侯伯里,0,0,0,1,1,0,1,2,
10305,臺南市後壁區,嘉民里,1,0,1,1,1,0,0,0,
10305,臺南市後壁區,嘉田里,0,0,0,1,0,1,0,0,
10305,臺南市後壁區,嘉苳里,0,0,0,1,0,1,2,0,
10305,臺南市後壁區,土溝里,1,0,1,0,0,0,0,0,
10305,臺南市後壁區,墨林里,2,1,1,1,1,0,0,0,
10305,臺南市後壁區,崁頂里,1,1,0,0,0,0,0,0,
10305,臺南市後壁區,平安里,0,0,0,1,1,0,0,0,
10305,臺南市後壁區,後壁里,2,1,1,1,0,1,0,0,
10305,臺南市後壁區,後廍里,0,0,0,1,0,1,1,0,
10305,臺南市後壁區,新嘉里,1,0,1,2,1,1,1,1,
10305,臺南市後壁區,新東里,2,2,0,0,0,0,1,0,
10305,臺南市後壁區,烏樹里,1,0,1,0,0,0,0,0,
10305,臺南市後壁區,福安里,0,0,0,1,0,1,0,0,
10305,臺南市後壁區,竹新里,1,1,0,2,1,1,1,0,
10305,臺南市後壁區,菁寮里,0,0,0,0,0,0,0,1,
10305,臺南市後壁區,菁豊里,0,0,0,1,0,1,1,1,
10305,臺南市後壁區,長安里,1,1,0,0,0,0,0,0,
10305,臺南市後壁區,頂安里,1,1,0,2,0,2,0,1,
10305,臺南市後壁區,頂長里,0,0,0,0,0,0,0,0,
10305,臺南市東山區,三榮里,0,0,0,2,1,1,1,0,
10305,臺南市東山區,南勢里,1,1,0,0,0,0,1,0,
10305,臺南市東山區,南溪里,1,0,1,0,0,0,1,0,
10305,臺南市東山區,大客里,0,0,0,3,1,2,2,0,
10305,臺南市東山區,嶺南里,0,0,0,2,1,1,0,0,
10305,臺南市東山區,東中里,3,0,3,2,2,0,0,1,
10305,臺南市東山區,東原里,1,0,1,3,2,1,5,0,
10305,臺南市東山區,東山里,0,0,0,2,2,0,1,1,
10305,臺南市東山區,東正里,1,0,1,3,3,0,0,0,
10305,臺南市東山區,東河里,1,1,0,1,1,0,0,1,
10305,臺南市東山區,林安里,0,0,0,2,1,1,0,0,
10305,臺南市東山區,水雲里,0,0,0,1,0,1,0,0,
10305,臺南市東山區,科里里,1,1,0,0,0,0,1,0,
10305,臺南市東山區,聖賢里,3,2,1,1,1,0,0,2,
10305,臺南市東山區,青山里,1,1,0,0,0,0,0,0,
10305,臺南市東山區,高原里,0,0,0,1,0,1,0,0,
10305,臺南市麻豆區,中民里,2,1,1,1,1,0,0,2,
10305,臺南市麻豆區,中興里,0,0,0,2,1,1,1,0,
10305,臺南市麻豆區,保安里,0,0,0,0,0,0,0,0,
10305,臺南市麻豆區,北勢里,0,0,0,3,1,2,1,0,
10305,臺南市麻豆區,南勢里,0,0,0,1,1,0,1,0,
10305,臺南市麻豆區,埤頭里,0,0,0,2,1,1,1,0,
10305,臺南市麻豆區,大埕里,1,1,0,1,1,0,3,1,
10305,臺南市麻豆區,大山里,0,0,0,0,0,0,1,0,
10305,臺南市麻豆區,安東里,0,0,0,1,0,1,0,0,
10305,臺南市麻豆區,安業里,0,0,0,2,1,1,1,0,
10305,臺南市麻豆區,安正里,0,0,0,2,2,0,0,0,
10305,臺南市麻豆區,安西里,1,0,1,1,1,0,1,0,
10305,臺南市麻豆區,寮廍里,3,1,2,4,3,1,5,3,
10305,臺南市麻豆區,小埤里,0,0,0,4,1,3,1,0,
10305,臺南市麻豆區,巷口里,0,0,0,2,1,1,1,0,
10305,臺南市麻豆區,新建里,0,0,0,1,0,1,0,0,
10305,臺南市麻豆區,晋江里,3,3,0,1,1,0,2,2,
10305,臺南市麻豆區,東角里,0,0,0,2,1,1,3,0,
10305,臺南市麻豆區,油車里,4,2,2,3,3,0,2,0,
10305,臺南市麻豆區,海埔里,1,1,0,2,1,1,0,0,
10305,臺南市麻豆區,港尾里,1,0,1,2,2,0,0,0,
10305,臺南市麻豆區,磚井里,1,0,1,1,0,1,2,0,
10305,臺南市麻豆區,穀興里,1,1,0,1,0,1,2,0,
10305,臺南市麻豆區,總榮里,0,0,0,1,1,0,1,0,
10305,臺南市麻豆區,興農里,0,0,0,2,1,1,2,0,
10305,臺南市麻豆區,莊禮里,0,0,0,0,0,0,0,0,
10305,臺南市麻豆區,謝安里,0,0,0,0,0,0,2,0,
10305,臺南市麻豆區,麻口里,1,1,0,1,0,1,0,0,
10305,臺南市麻豆區,龍泉里,0,0,0,3,2,1,0,0,
10305,臺南市下營區,下營里,1,1,0,2,1,1,0,0,
10305,臺南市下營區,中營里,2,0,2,2,1,1,1,0,
10305,臺南市下營區,仁里里,1,1,0,2,1,1,1,1,
10305,臺南市下營區,大埤里,1,0,1,0,0,0,1,0,
10305,臺南市下營區,大屯里,0,0,0,1,0,1,1,0,
10305,臺南市下營區,宅內里,1,1,0,0,0,0,0,0,
10305,臺南市下營區,後街里,1,1,0,2,2,0,2,0,
10305,臺南市下營區,新興里,4,4,0,4,0,4,2,1,
10305,臺南市下營區,營前里,0,0,0,1,1,0,2,0,
10305,臺南市下營區,甲中里,0,0,0,1,0,1,0,0,
10305,臺南市下營區,紅厝里,1,0,1,1,0,1,0,0,
10305,臺南市下營區,茅港里,1,0,1,0,0,0,1,0,
10305,臺南市下營區,西連里,0,0,0,2,0,2,0,0,
10305,臺南市下營區,賀建里,2,1,1,0,0,0,0,0,
10305,臺南市下營區,開化里,1,1,0,0,0,0,4,0,
10305,臺南市六甲區,七甲里,0,0,0,2,1,1,0,1,
10305,臺南市六甲區,中社里,0,0,0,0,0,0,0,0,
10305,臺南市六甲區,二甲里,2,1,1,1,1,0,3,2,
10305,臺南市六甲區,六甲里,5,3,2,1,1,0,1,0,
10305,臺南市六甲區,大丘里,0,0,0,2,2,0,0,0,
10305,臺南市六甲區,水林里,2,1,1,1,0,1,0,0,
10305,臺南市六甲區,王爺里,0,0,0,2,1,1,0,0,
10305,臺南市六甲區,甲南里,5,1,4,0,0,0,1,0,
10305,臺南市六甲區,甲東里,3,0,3,0,0,0,3,1,
10305,臺南市六甲區,菁埔里,2,0,2,0,0,0,2,0,
10305,臺南市六甲區,龍湖里,0,0,0,0,0,0,0,0,
10305,臺南市六甲區,龜港里,0,0,0,1,1,0,1,2,
10305,臺南市官田區,二鎮里,3,3,0,2,1,1,3,2,
10305,臺南市官田區,南廍里,0,0,0,2,2,0,0,0,
10305,臺南市官田區,嘉南里,0,0,0,1,0,1,0,0,
10305,臺南市官田區,大崎里,0,0,0,1,1,0,0,0,
